名称,电话,Address,CityName,GCJ_lng,GCJ_lat,WGS84_lng,WGS84_lat,解析结果
大南山公园,0755-26827910,南山区招商街道沿山社区别墅路8号,深圳市,113.911613,22.492218,113.90025753150944,22.489183791839753,广东省深圳市南山区招商街道沿山社区居委会
大光勘社区公园,,龙岗区坂田街道大光勘村东门旁,深圳市,114.066042,22.621827,114.0543493760016,22.618874271173596,广东省深圳市龙岗区坂田街道大光勘村
光雅园社区公园,,龙岗区坂田街道光雅园一巷21-3号,深圳市,114.064431,22.619426,114.05273838290059,22.616474065720674,广东省深圳市龙岗区坂田街道光雅园一巷17-1号
下水径公园,,龙岗区吉华街道金龙路21号,深圳市,114.232667,22.696833,114.22134911489346,22.693405575755207,广东省深圳市龙岗区吉華街道金龙路
深圳大运中心（公益场）,"0755-82299005,0755-82299004",龙岗区龙城街道龙翔大道3001号,深圳市,114.215278,22.694978,114.20387384024563,22.691809990464076,广东省深圳市龙岗区龙城街道龙翔大道3001号
深圳市青少年足球训练基地（公益场）,18126470363,光明区公明街道李松蓢社区屋园路南,深圳市,113.888116,22.804038,113.87678140295563,22.80068675718003,广东省深圳市光明区公明街道李松蓢社区
天安数码城燃动仓,13827695043,龙岗区龙城街道天安数码城，面点王对面,深圳市,114.21695,22.720836,114.20554359226867,22.717631558463026,广东省深圳市龙岗区龙城街道龙岗天安数码城
【大馆】龙城公园燃动仓,"1,915,822,244,913,820,000,000",龙岗区龙城街道龙城公园,深圳市,114.226029,22.712448,114.21467170550571,22.70910100772607,广东省深圳市龙岗区龙城街道龙城公园
【小馆】龙城公园燃动仓,"1,915,822,244,913,820,000,000",龙岗区龙城街道龙城公园,深圳市,114.226029,22.712448,114.21467170550571,22.70910100772607,广东省深圳市龙岗区龙城街道龙城公园
望桐公园,0755-25724172,罗湖区东湖街道望桐新路旁,深圳市,114.18723,22.592067,114.17568938344208,22.589189499751324,广东省深圳市罗湖区望桐新路
畔山决岭社区公园,0755-25724172,罗湖区莲塘街道罗沙路旁,深圳市,114.17422,22.560115,114.16268499614773,22.557153137969056,广东省深圳市罗湖区莲塘街道罗沙路
坭岗街心花园,,罗湖区清水河街道金碧路旁,深圳市,114.09682,22.567717,114.085190340937,22.56439196750018,广东省深圳市罗湖区清水河街道金碧路
莲花社区公园,0755-25724172,罗湖区莲塘街道港莲路旁,深圳市,114.177194,22.559027,114.16566255618538,22.55609959105929,广东省深圳市罗湖区莲塘街道港莲路
东晓社区公园,0755-25724172,罗湖区东晓街道金稻田路旁,深圳市,114.118904,22.584826,114.10733907182856,22.581189495286406,广东省深圳市罗湖区东晓街道街道金稻田路
银湖文体社区公园,0755-25724172,罗湖区清水河街道金湖一路旁,深圳市,114.085139,22.576812,114.07346015570575,22.573689011767993,广东省深圳市罗湖区清水河街道金湖一街
新兴社区公园,0755-25724172,罗湖区黄贝街道罗沙路旁,深圳市,114.17422,22.560115,114.16268499614773,22.557153137969056,广东省深圳市罗湖区黄贝街道罗沙路
新田公园,0755-25724172,罗湖区东湖街道新田大道旁,深圳市,114.140064,22.571142,114.1285373867927,22.567585993455822,广东省深圳市罗湖区东湖街道
新平村社区公园,0755-25724172,罗湖区东湖街道新平大道旁,深圳市,114.140064,22.571142,114.1285373867927,22.567585993455822,广东省深圳市罗湖区东湖街道
兴东社区篮球场,0755-23345431,宝安区新安街道兴东社区留仙二路二巷18号一楼,深圳市,113.917083,22.582422,113.90570309079028,22.57947815233293,广东省深圳市宝安区新安街道兴东社区留仙二路二巷18号
松岗体育中心（公益开放）,0755-29601121,宝安区松岗街道东方大道松岗中学西侧,深圳市,113.864145,22.759845,113.85273460748917,22.756688559115958,广东省深圳市宝安区松岗街道东方大道松岗中学西侧
茜坑老村篮球场,28012728,龙华区福城街道茜坑路茜坑新村内茜坑老村股份公司篮球场,深圳市,114.029843,22.68753,114.01830367166014,22.684189500042077,广东省深圳市龙华区福城街道茜坑茜坑老村
兴富奋斗者篮球场,23737523,龙华区福城街道大三村金湖湾内奋斗者广场,深圳市,114.013642,22.734657,114.00216963139003,22.73114806428767,广东省深圳市龙华区福城街道大三村金湖湾内
罗湖区国民体质测试站,13620981734,罗湖区黄贝街道罗湖体育馆一楼北102室罗湖区社会体育指导员协会,深圳市,114.151697,22.55494,114.14017952582545,22.55158014000122,广东省深圳市罗湖区黄贝街道罗湖体育馆(东南门)
田心社区篮球场,,坪山区石井街道金田路346号,深圳市,114.416452,22.693682,114.40493922134685,22.69063448542071,广东省深圳市坪山区石井街道金田路346号
田头社区风雨篮球场,,坪山区石井街道金田路212号,深圳市,114.401609,22.691772,114.39013221822205,22.688519061620724,广东省深圳市坪山区石井街道金田路212号
田头社区公园门球场,,坪山区石井街道田头社区公园内,深圳市,114.404264,22.691476,114.3927790937675,22.68826750721889,广东省深圳市坪山区石井街道田头社区
石井社区公园篮球场,,坪山区石井街道名成路尽头,深圳市,114.382942,22.68921,114.37153519037147,22.685656545680104,广东省深圳市坪山区石井街道名成路
福民社区运动场,23102151,龙华区福城街道悦兴路186号,深圳市,114.032497,22.71123,114.02092366828651,22.707918415083927,广东省深圳市龙华区福城街道悦兴路186号
南联社区公园（公益）,15012764228,龙岗区龙岗街道宝南路南联社区公园,深圳市,114.25065,22.698659,114.23936789534238,22.695162613751364,广东省深圳市龙岗区龙岗街道宝南路南联社区公园
九围社区篮球场,"0755-12345678,13011245786",宝安区航城街道九围社区洲石路589号,深圳市,113.864941,22.649851,113.85354759021321,22.64671201546081,广东省深圳市宝安区航城街道九围洲石路589号
盐田区网球场（公益场）,0755-25358062,盐田区海山街道海山路90号,深圳市,114.235564,22.560051,114.2242816667494,22.55662083170464,广东省深圳市盐田区海山街道海山路90号
甲子塘安全生产主题公园运动场,13719514835,光明区凤凰街道甲子塘大道55-1号,深圳市,113.913453,22.734746,113.90207893634894,22.7317083563947,广东省深圳市光明区凤凰街道甲子塘大道55号
洪桥头足球场（公益）,13602693348,宝安区燕罗街道洪桥头社区洪圣路旁,深圳市,113.841459,22.786472,113.82991737509198,22.783642906720942,广东省深圳市宝安区燕罗街道洪桥头社区洪圣路
合水口社区足球场,17503058487,光明区马田街道合水口公园,深圳市,113.884122,22.777348,113.8727996821765,22.774007146784918,广东省深圳市光明区马田街道合水口街道
光明街道新围花园篮球场,,光明区光明街道光明社区华夏路42号新围花园旁,深圳市,113.943493,22.754537,113.93205124711217,22.75186222892503,广东省深圳市光明区光明街道凤凰社区华夏路42号新围花园(南门)
黄麻布第三工业区篮球场,0755-29743144,宝安区航城街道黄麻布第三工业区,深圳市,113.860976,22.665631,113.84955739863723,22.662548992975484,广东省深圳市宝安区航城街道黄麻布第三工业区
三围公园篮球场,13590172079,宝安区航城街道航城三围物业旁,深圳市,113.839956,22.611205,113.82838782816174,22.608428532799255,广东省深圳市宝安区航城街道航城镇三围街道
三围社区文化广场篮球场,13590172079,宝安区航城街道三围二巷10号边,深圳市,113.845702,22.614326,113.83416685279292,22.61148310363341,广东省深圳市宝安区航城街道三围二巷9号
草围社区篮球场,0755-23305297,宝安区航城街道草围二路28号,深圳市,113.839543,22.623191,113.82798285401248,22.62041878114662,广东省深圳市宝安区航城街道草围二路28号
后瑞社区篮球场,0755-27502707,宝安区航城街道后瑞社区新瑞一区后瑞后瑞篮球场,深圳市,113.83502,22.632451,113.82344782857355,22.62971367650517,广东省深圳市宝安区航城街道后瑞社区村新瑞一区后瑞篮球场(暂停营业)
黄田公园篮球场,18902443785,宝安区航城街道凯成二路边黄田公园,深圳市,113.841546,22.629829,113.83000238562315,22.62703680094773,广东省深圳市宝安区航城街道凯成二路黄田公园
利锦社区户外文体公园,0755-27513301,宝安区航城街道利锦社区文体公园,深圳市,113.842275,22.636306,113.83074097759234,22.633505865689216,广东省深圳市宝安区航城街道利锦社区
大钟山公园,13922852108,宝安区新桥街道万丰社区万丰中路303号,深圳市,113.823057,22.719376,113.81141549374522,22.71661932237064,广东省深圳市宝安区新桥街道万丰社区万丰中路303号
钟屋荔枝公园篮球场,18988794998,宝安区航城街道钟屋三路荔枝公园内,深圳市,113.807906,22.688363,113.79627403515208,22.68544736789115,广东省深圳市宝安区宝安航城街道荔枝公园
钟屋社区新村广场篮球场,0755-27501691,宝安区航城街道航城钟屋新村广场,深圳市,113.845094,22.620841,113.83356103708861,22.618006249752792,广东省深圳市宝安区航城街道航城镇钟屋新村
鸿鹄足球场（公益）,13066982017,宝安区沙井街道鸿鹄知志教育城,深圳市,113.877656,22.570038,113.86630393450241,22.566764035525836,广东省深圳市宝安区宝安街道教育城
老街篮球场,0755-27607375,宝安区石岩街道老街小区公园,深圳市,113.939388,22.681693,113.92795435756327,22.679023930531507,广东省深圳市宝安区石岩街道
荔湖花园篮球场,0755-27644681,宝安区石岩街道环石岩湖绿道荔湖花园东南侧鑫霖美食坊旁,深圳市,113.926656,22.681815,113.9152570809591,22.679014811819155,广东省深圳市宝安区石岩街道环石岩湖荔湖花园深圳市鑫霖美食坊
塘下涌文化广场球场,0755-27072611,宝安区燕罗街道塘下涌社区文化广场旁,深圳市,113.843072,22.798053,113.83152935322178,22.795200042006517,广东省深圳市宝安区燕罗街道塘下涌社区
塘下涌一村篮球场,0755-27072611,宝安区燕罗街道塘下涌社区一村村委旁,深圳市,113.84424,22.797918,113.8327038939294,22.79505096800575,广东省深圳市宝安区燕罗街道塘下涌镇社区一村
平湖上木古足球场（公益）,"1,576,618,718,118,120,000,000",龙岗区平湖街道彩姿南路与彩姿路口交叉口南50米,深圳市,114.118773,22.667883,114.10723485911522,22.664239969694833,广东省深圳市龙岗区平湖街道彩姿南路
平湖大岭足球场（公益）,"1,576,618,718,118,120,000,000",龙岗区平湖街道凤安路新南村凤凰工业园西侧约200米,深圳市,114.155686,22.685372,114.14414586537784,22.682066703468404,广东省深圳市龙岗区平湖街道凤安路新南村凤凰工业园
南湖街道综合性文体服务中心,0755-82297904,罗湖区南湖街道南湖路3005号国贸商业大厦4楼,深圳市,114.12033,22.541347,114.10880680941335,22.53771310653495,广东省深圳市罗湖区南湖街道春风路3005号国贸商业大厦
东门街道综合文体服务中心,0755-25107795,罗湖区东门街道万达丰大厦六楼,深圳市,114.124831,22.551857,114.11331157964302,22.548208255773748,广东省深圳市罗湖区东门街道万达丰大厦
清水河街道综合文体服务中心,,罗湖区清水河街道坭岗东路1106号清水河街道综合文体中心3楼,深圳市,114.114573,22.574026,114.10300411783152,22.570427978638353,广东省深圳市罗湖区清水河街道坭岗东路1106号
黄贝街道综合文体服务中心,0755-22211956,罗湖区黄贝街道延芳路538号综合文体中心3楼,深圳市,114.155512,22.548859,114.14399560093825,22.545574281687784,广东省深圳市罗湖区黄贝街道延芳路538号
（临时馆）东晓街道综合文体服务中心,0755-82676622,罗湖区东晓街道金稻田路紫荆花园A栋4楼草埔东社区综合文化服务中心多功能室,深圳市,114.117297,22.586632,114.10572644866345,22.58300644467192,广东省深圳市罗湖区东晓街道街道金稻田路紫荆花园(东门)a栋
深圳市力可兴电池有限公司篮球场,0755-27066466,宝安区燕罗街道广田路2号,深圳市,113.877635,22.816647,113.86626152828798,22.81331314216094,广东省深圳市宝安区燕罗街道广田路2号
翠竹街道综合文体服务中心,0755-25126474,罗湖区翠竹街道爱国路330酒店公寓4层,深圳市,114.141957,22.565949,114.13043545836165,22.562420449921294,广东省深圳市罗湖区翠竹街道爱国路330酒店公寓
格第电子(深圳)有限公司篮球场,0755-27091915,宝安区燕罗街道松岗镇燕川北部工业区朝阳路68号,深圳市,113.870166,22.810062,113.85876725748409,22.806803368003617,广东省深圳市宝安区燕罗街道松岗镇燕川北部工业区朝阳路68号
东湖街道综合性文体服务中心,0755-22746418,罗湖区东湖路116号大望苑A座二楼,深圳市,114.141452,22.58133,114.12991547865954,22.577789929335715,广东省深圳市罗湖区东湖路116号大望苑a座
嘉达绿色材料产业园篮球场,13418556529,宝安区燕罗街道朝阳路二期2栋5楼,深圳市,113.869653,22.810465,113.85825128948629,22.80721242150478,广东省深圳市宝安区燕罗街道朝阳路
众和花园篮球场,0755-27072611,宝安区燕罗街道塘下涌社区洋涌路众和花园,深圳市,113.847581,22.797949,113.83606392566882,22.795037426272263,广东省深圳市宝安区燕罗街道塘下涌社区洋涌路众和花园
新曲办公楼前篮球场,,坪山区石井街道新曲办公楼前,深圳市,114.405466,22.6963,114.39397269363154,22.693108777011116,广东省深圳市坪山区石井街道新曲
燕川北部工业园篮球场,13902948128,宝安区燕罗街道燕川社区北部工业园,深圳市,113.861927,22.801589,113.85049266116987,22.798450910271374,广东省深圳市宝安区燕罗街道燕川社区
洪桥头社区篮球场,0755-27058285,宝安区燕罗街道洪桥头社区工作站门前,深圳市,113.840931,22.781414,113.8293890725122,22.778592583164702,广东省深圳市宝安区燕罗街道洪桥头社区
罗田文化广场篮球场,0755-27092947,宝安区燕罗街道罗田社区罗田文化广场,深圳市,113.87474,22.796411,113.8633764506237,22.793111251976036,广东省深圳市宝安区燕罗街道罗田社区罗田文化广场
南昌公园,18199360315,宝安区西乡街道南昌公园,深圳市,113.841143,22.596247,113.82957593848595,22.59345943264267,广东省深圳市宝安区西乡宝安街道南昌公园
坪洲篮球公园,15019231114,宝安区西乡街道坪洲篮球公园,深圳市,113.856662,22.564903,113.8452078410831,22.561902315992736,广东省深圳市宝安区西乡宝安街道坪洲篮球公园
企龙山篮球公园,13760472654,宝安区西乡街道富华社区企龙山篮球公园,深圳市,113.885351,22.596247,113.87400293566017,22.592939792394333,广东省深圳市宝安区西乡宝安街道富华社区企龙山篮球公园
西乡公园,15019231114,宝安区西乡街道富成路160号,深圳市,113.881102,22.577142,113.86975382447365,22.573847464763077,广东省深圳市宝安区西乡宝安街道富成路160号
展城社区体育公园,0755-23303749,宝安区福海街道重庆路中集天达工业园南门,深圳市,113.780088,22.684634,113.76849456628142,22.681234302956117,广东省深圳市宝安区福海街道重庆路中集天达工业园(南门)
上山门村篮球场,13826507806,宝安区燕罗街道上山门街心公园里面,深圳市,113.856023,22.775627,113.84456998045391,22.772595106658446,广东省深圳市宝安区燕罗街道上山门
下山门公园篮球场,13826507806,宝安区燕罗街道下山门公园里面,深圳市,113.850873,22.773807,113.83938858374259,22.770857224529113,广东省深圳市宝安区燕罗街道下山门
燕川文化广场篮球场,0755-27146966,宝安区燕罗街道燕川文化广场,深圳市,113.865633,22.800108,113.85422131734414,22.796915115380624,广东省深圳市宝安区燕罗街道燕川文化广场
圳美社区好日子广场,0755-81767305,光明区新湖街道圳美社区工作站圳美大道,深圳市,113.950968,22.789721,113.93952285582417,22.78701832923823,广东省深圳市光明区新湖街道圳美圳美大道
田脚社区篮球场,,坪山区坑梓街道田脚社区里面,深圳市,114.401609,22.757091,114.39014454863624,22.75382324134677,广东省深圳市坪山区坑梓街道田脚社区街道
燕子岭保障房篮球场,,坪山区龙田街道燕子岭保障房里面,深圳市,114.364605,22.702394,114.3532260348046,22.69874126555266,广东省深圳市坪山区坪山区街道燕子岭保障房
福昌篮球场,,坪山区坪山街道福昌小区里面,深圳市,114.337452,22.691371,114.32605680262097,22.688095489307127,广东省深圳市坪山区坪山街道福昌小区(2号门)
聚龙花园2期篮球场,,坪山区龙田街道聚龙花园2期里面,深圳市,114.388316,22.722259,114.37687290923051,22.71877003568934,广东省深圳市坪山区龙田村坪山区街道聚龙花园2期
龙兴居委会篮球场,,坪山区马峦街道龙兴居委会旁边,深圳市,114.33101,22.689204,114.31960422518618,22.686056071748457,广东省深圳市坪山区马峦街道坪山区街道
龙山篮球,,坪山区坑梓街道龙山社区里面,深圳市,114.401609,22.757091,114.39014454863624,22.75382324134677,广东省深圳市坪山区坑梓街道龙山(西门)社区街道
禾场吓篮球场,,坪山区坑梓街道禾场吓小区里面,深圳市,114.370806,22.74319,114.3594282882678,22.739526175255282,广东省深圳市坪山区坑梓街道
大塘篮球场,,坪山区坑梓街道大塘旁边,深圳市,114.349998,22.758243,114.33863786042934,22.75472316303942,广东省深圳市坪山区坑梓街道大塘
荔枝公园篮球场(牛背村）,,坪山区马峦街道荔枝公园(牛背村）里面,深圳市,114.350331,22.665571,114.33898251679464,22.662071536743472,广东省深圳市坪山区马峦街道荔枝公园
大水湾公园篮球场,,坪山区龙田街道大水湾公园里面,深圳市,114.367752,22.75494,114.35639008506793,22.751271412998165,广东省深圳市坪山区龙田坪山区街道大水湾
大窝祠堂对面篮球场,,坪山区坑梓街道大窝祠堂对面篮球场,深圳市,114.368378,22.762733,114.35702095334037,22.759063217286485,广东省深圳市坪山区坑梓街道大窝
聚龙花园1期篮球场,,坪山区龙田街道聚龙花园1期里面,深圳市,114.392681,22.722246,114.38122163817053,22.7188281617378,广东省深圳市坪山区龙田村坪山区街道聚龙花园1期
沙坑居民小组篮球场,,坪山区碧岭街道沙坑居民小组里面,深圳市,114.286192,22.657402,114.27484904573684,22.654406560107752,广东省深圳市坪山区碧岭街道沙坑
青草林居民小组篮球场,,坪山区马峦街道青草林居民小组里面,深圳市,114.373569,22.689825,114.36218796777761,22.686186100753602,广东省深圳市坪山区马峦街道青草林
社区文化广场篮球场,,坪山区马峦街道坪环社区文化广场内,深圳市,114.342407,22.664446,114.33104645199282,22.661084437481254,广东省深圳市坪山区马峦街道坪环社区居委会
新屋统建楼篮球场,,坪山区龙田街道新屋统建楼旁边,深圳市,114.35841,22.726564,114.347029730066,22.722943159015056,广东省深圳市坪山区龙田街道
李屋居民小组篮球场,,坪山区石井街道李屋居民小组办公楼5巷7号前,深圳市,114.404333,22.775097,114.39286752737146,22.771870717784175,广东省深圳市坪山区石井街道李屋
田头社区公园内篮球场,,坪山区石井街道田头社区公园内,深圳市,114.404264,22.691476,114.3927790937675,22.68826750721889,广东省深圳市坪山区石井街道田头社区
田作居民小组篮球场,,坪山区石井街道田作居民小组旁边,深圳市,114.413403,22.66174,114.40192273884992,22.658672992825625,广东省深圳市坪山区石井街道田作居民小组(公交站)
卢屋居委会办公室附近篮球场,,坪山区坑梓街道金沙社区卢屋居委会办公室附近,深圳市,114.400458,22.753143,114.38899409325094,22.74985602737074,广东省深圳市坪山区坑梓街道金沙社区居委会
金沙社区广场内篮球场,,坪山区坑梓街道金沙社区广场内,深圳市,114.400458,22.753143,114.38899409325094,22.74985602737074,广东省深圳市坪山区坑梓街道金沙社区
龟山公园,13713888110,光明区马田街道薯田埔社区南环路,深圳市,113.870937,22.780691,113.85956703205729,22.77743793003693,广东省深圳市光明区马田街道薯田埔社区
凤凰山人才林公园球场,0755-27396077,宝安区福永街道福凤路东侧（凤凰幼儿园南面）,深圳市,113.844547,22.680716,113.83301765569676,22.677878632777936,广东省深圳市宝安区福永街道福凤路
将围社区篮球场,0755-23245073,光明区马田街道将围社区党群服务中心,深圳市,113.903538,22.755497,113.89220801042202,22.752297125861116,广东省深圳市光明区马田街道将围社区党群服务中心
塘下涌三村篮球场 ,13802253235,宝安区燕罗街道塘下涌社区三村村委旁 ,深圳市,113.840889,22.803021,113.82932958829286,22.800189492816898,广东省深圳市宝安区燕罗街道塘下涌社区三村
塘下涌二村篮球场 ,13802253235,宝安区燕罗街道塘下涌社区二村大楼旁,深圳市,113.843072,22.798053,113.83152935322178,22.795200042006517,广东省深圳市宝安区燕罗街道塘下涌社区
东周文化公园,,光明区光明街道华夏二路东周文化公园,深圳市,113.934458,22.763894,113.92304197922715,22.761168544265228,广东省深圳市光明区光明街道东周文化公园
竹韵公园,,光明区光明街道二十三号路与二十四号路交叉口西南150米竹韵公园,深圳市,113.951399,22.744557,113.9399404655392,22.74186281026688,广东省深圳市光明区光明街道科泰路与二十四号路交叉口西南竹韵公园
新城公园,,光明区光明街道光明社区牛山路新城公园,深圳市,113.942831,22.744632,113.93138106675671,22.741957221543288,广东省深圳市光明区光明街道凤凰社区牛山路
凤举公园,,光明区凤凰街道凤举路凤举公园,深圳市,113.930709,22.743548,113.91928660914463,22.74078458550863,广东省深圳市光明区凤凰街道凤举路凤举公园
凤凰公园,,光明区凤凰街道凤凰社区凤凰公园,深圳市,113.959272,22.730498,113.94780271002399,22.727727085400186,广东省深圳市光明区凤凰街道凤凰社区凤凰公园
大雁山森林公园,,光明区玉塘街道长圳社区大雁山森林公园,深圳市,113.918763,22.71302,113.90736473998629,22.710079525012727,广东省深圳市光明区玉塘街道长圳社区大雁山森林公园
马拉松山湖绿道（大顶岭）,,光明区光明街道光灿路大顶岭,深圳市,113.96291,22.757122,113.95146682472307,22.754295069203092,广东省深圳市光明区光明街道光灿路大顶岭
百草园公园,13826538293,光明区凤凰街道百草园公园,深圳市,113.940555,22.724158,113.92909399971442,22.72147906702871,广东省深圳市光明区凤凰街道百草园
玉龙湾公园,,光明区玉塘街道松白路与田寮路交叉口北110米路西玉龙湾公园,深圳市,113.906516,22.728271,113.89515640146006,22.725118452761734,广东省深圳市光明区玉塘街道松白路田寮路玉龙湾公园
石围公园,18938978399,光明区马田街道石围社区石围公园,深圳市,113.894545,22.754378,113.88322338078176,22.7510774528413,广东省深圳市光明区马田街道石围社区石围公园
楼村湿地公园,0755-82137777,光明区新湖街道公常路与龙大高速交叉口,深圳市,113.91835,22.759944,113.90698258073324,22.75698925957459,广东省深圳市光明区新湖街道S31龙大高速交叉口
光明虹桥公园,,光明区光明街道光侨路与茶林路交汇处,深圳市,113.949233,22.745376,113.93777641591193,22.742693371509027,广东省深圳市光明区光明街道光侨路/茶林路
光照未来公园,,光明区新湖街道光侨北路诚铭学校旁,深圳市,113.945552,22.795422,113.93410653829584,22.79273483382081,广东省深圳市光明区新湖街道光侨北路诚铭学校旁
红花山公园,,光明区公明街道振明路88号,深圳市,113.89921,22.778696,113.88789508049682,22.775435233458175,广东省深圳市光明区公明街道振明路88号
水荫公园,,光明区公明街道风景北路与水荫路交叉口,深圳市,113.903637,22.78901,113.8923106379097,22.78580190449525,广东省深圳市光明区公明街道风景北路/水荫路
光明区德园,,光明区公明街道德园,深圳市,113.927022,22.739336,113.91560718778197,22.736523827771787,广东省深圳市光明区公明街道德园
坪山光祖公园,,坪山区坑梓街道吉康路978路,深圳市,114.372843,22.735525,114.36145440803841,22.73186922642363,广东省深圳市坪山区坑梓街道吉康路105号
盐田体育中心（公益开放）,0755-25013880,盐田区梅沙街道环梅路70号,深圳市,114.303115,22.599559,114.29168908742018,22.59671440641843,广东省深圳市盐田区梅沙街道环梅路70号
蛇口广场,,南山区蛇口街道东角头社区金世纪路11号,深圳市,113.93048,22.483867,113.91905978801863,22.481135984631386,广东省深圳市南山区蛇口街道东角头金世纪路11号
松坪山公园,0755-28369597,南山区西丽街道松坪山乌石头路9号,深圳市,113.947283,22.558571,113.9358485291434,22.555933015376077,广东省深圳市南山区西丽街道松坪山乌石头路9号
陶吓足球场 ,13316954839,龙华区大浪街道陶吓创意园3楼楼顶,深圳市,114.005369,22.648901,113.99395660357025,22.64542054887372,广东省深圳市龙华区大浪街道陶吓创意园3楼
富康社区瓦窑排村篮球场,,龙华区龙华街道瓦窑排居委会办公楼后面,深圳市,114.042409,22.652584,114.03082196476359,22.649442732440225,广东省深圳市龙华区龙华街道瓦窑排村
清湖社区老村篮球场,,龙华区龙华街道清湖社区祠堂门口,深圳市,114.047649,22.669316,114.03602992281282,22.66624206281396,广东省深圳市龙华区龙华街道清湖社区
龙园社区龙华公园篮球场,,龙华区龙华街道龙华公园大门右侧,深圳市,114.017079,22.65731,114.00562784455057,22.653843312477896,广东省深圳市龙华区龙华街道龙华公园
丹坑篮球场,0755-28018969,龙华区福城街道丹坑股份公司门口,深圳市,114.041754,22.715412,114.03012751859671,22.712238805934025,广东省深圳市龙华区福城街道丹坑
茜坑新村篮球场,,龙华区福城街道龙华区去茜坑路茜坑新村内,深圳市,114.033699,22.698267,114.02212686132488,22.694978062850414,广东省深圳市龙华区福城街道茜坑路
大水坑社区篮球场,23731312,龙华区福城街道大二村桔坑路篮球场,深圳市,114.022381,22.730799,114.01086672395188,22.727352527991,广东省深圳市龙华区福城街道大二村桔坑路
君子布社区公园羽毛球场,13510597829,龙华区观澜街道君子布社区公园内,深圳市,114.100993,22.715067,114.08935247794426,22.711636307879733,广东省深圳市龙华区观澜街道君子布
竹村篮球场,21011606,龙华区福城街道竹村西区内,深圳市,114.037308,22.682262,114.02573181344592,22.679034747999015,广东省深圳市龙华区福城街道竹村西区
大水田工业区A区篮球场,13728866646,龙华区观澜街道大水田工业区A区内,深圳市,114.097275,22.738341,114.08563006776438,22.734972959050854,广东省深圳市龙华区观澜街道大水田工业区
新塘篮球场,28164280,龙华区福城街道新塘山顶小区,深圳市,114.023006,22.72143,114.01148433167712,22.717991764153616,广东省深圳市龙华区福城街道新塘山顶小区
大布巷住宅小区篮球场,13751110305,龙华区观澜街道大布巷住宅小区与银星智界二期交界处,深圳市,114.045171,22.725282,114.03352811236572,22.722155186784015,广东省深圳市龙华区观澜街道大布巷银星智界二期
牛角龙工业区篮球场,13537692208,龙华区观湖街道观湖街道五和大道11号,深圳市,114.060397,22.629523,114.0487219966132,22.62656350516601,广东省深圳市龙华区观湖街道五和大道中11号
桔岭老村篮球场,28164280,龙华区福城街道桔岭新村党群V站边,深圳市,114.022632,22.726635,114.0111140832909,22.72319179049558,广东省深圳市龙华区福城街道桔岭新村
长坑村篮球场,15999597292,龙华区观湖街道樟坑径社区长坑村内,深圳市,114.079527,22.68122,114.06784383223336,22.678161823689962,广东省深圳市龙华区观湖龙湖街道樟坑径社区(公交站)
富士施乐高科技篮球场,13751110305,龙华区观澜街道观澜银星工业园富士施乐高科技公司后方,深圳市,114.059154,22.730453,114.04745750107402,22.72746158023434,广东省深圳市龙华区观澜街道
章阁警区篮球场,29425135,龙华区福城街道章阁老村东区170号旁,深圳市,114.017299,22.753378,114.0058287544046,22.74988575185435,广东省深圳市龙华区福城街道章阁老村东区
万安堂篮球场,13751110305,龙华区观澜街道新澜社区派出所对面,深圳市,114.011138,22.725867,113.99966913040991,22.722353318400682,广东省深圳市龙华区观澜街道对面街道
白鸽湖文化公园篮球场,18719450770,龙华区观湖街道樟溪社区环观南路与新樟路交界处白鸽湖文化公园,深圳市,114.088725,22.694036,114.0770515155145,22.69083362071903,广东省深圳市龙华区观湖街道环观南路新樟路白鸽湖文化公园
新田社区谷湖龙篮球场,13603054235,龙华区观湖街道新田社区谷湖龙村,深圳市,114.092148,22.699932,114.08048076535938,22.69666678462821,广东省深圳市龙华区观湖街道新田村谷湖龙
章阁老村东区篮球场,29425135,龙华区福城街道章阁老村东区30号边,深圳市,114.018852,22.748994,114.00737071204638,22.745513448121795,广东省深圳市龙华区福城街道章阁老村东区30号
牛湖工作站篮球场,13689503663,龙华区观澜街道牛湖工作站内,深圳市,114.089024,22.723472,114.07733940043866,22.720254775029023,广东省深圳市龙华区观澜街道牛湖
新田社区元三村篮球场,13590474555,龙华区观湖街道新田社区元三村内,深圳市,114.092446,22.69775,114.08078173720571,22.694480304169176,广东省深圳市龙华区观湖龙湖街道新田村元三村
黎光工作站篮球场,18126342431,龙华区观澜街道黎光工作站旁,深圳市,114.036119,22.755391,114.02455025442069,22.7521268664457,广东省深圳市龙华区观澜街道黎光
新田社区牛轭岭篮球场,13760272333,龙华区观湖街道新田社区牛轭岭村,深圳市,114.087577,22.706205,114.07589000106569,22.70301723356536,广东省深圳市龙华区观湖街道新田村牛轭岭村
库坑社区围仔新村篮球场,15182124901,龙华区观澜街道围仔新村（一品红川湘菜馆旁边）,深圳市,114.042156,22.734724,114.03053473605476,22.731553036751855,广东省深圳市龙华区观澜街道围仔新村
塘前市场篮球场,29425135,龙华区福城街道章阁塘前市场,深圳市,114.017698,22.740854,114.00621419093797,22.73736572569559,广东省深圳市龙华区福城街道章阁镇塘前村
库坑社区新围新村篮球场,15182124901,龙华区观澜街道库坑社区新围新村内,深圳市,114.030479,22.694434,114.01892883852156,22.691099483179677,广东省深圳市龙华区观澜街道库坑社区新围
